User_ID,Ad_ID,Platform,Impressions,Clicks,CTR,Device_Type,Interaction_Date
U001,A040,TikTok,4391,226,0.051468913687087225,Desktop,2024-03-30
U001,A041,Meta Ads,4382,233,0.05317206754906435,Desktop,2023-04-01
U001,A042,TikTok,2334,114,0.04884318766066838,Desktop,2023-01-15
U001,A043,TikTok,1485,90,0.06060606060606061,Tablet,2024-11-19
U001,A044,TikTok,3081,163,0.05290490100616683,Tablet,2024-01-17
U001,A045,TikTok,3770,180,0.04774535809018567,Desktop,2023-03-09
U001,A046,TikTok,3028,140,0.046235138705416116,Desktop,2023-11-09
U001,A047,Meta Ads,1956,107,0.054703476482617586,Desktop,2023-03-16
U001,A048,Meta Ads,3981,203,0.05099221301180608,Desktop,2024-03-07
U001,A049,TikTok,3508,177,0.050456100342075254,Mobile,2023-06-02
U001,A050,Meta Ads,1669,82,0.04913121629718394,Mobile,2024-08-25
U002,A001,TikTok,4822,249,0.05163832434674409,Desktop,2024-01-13
U002,A002,TikTok,1936,89,0.04597107438016529,Desktop,2023-06-24
U002,A003,Meta Ads,4504,235,0.05217584369449378,Mobile,2024-12-02
U002,A004,TikTok,2205,118,0.053514739229024944,Desktop,2024-01-19
U002,A005,Meta Ads,2628,139,0.05289193302891933,Mobile,2024-05-19
U002,A006,Meta Ads,4704,246,0.05229591836734694,Desktop,2023-07-15
U002,A007,Meta Ads,507,25,0.04930966469428008,Tablet,2023-02-27
U002,A008,TikTok,4906,252,0.051365674684060336,Mobile,2023-10-12
U002,A009,TikTok,1792,95,0.053013392857142856,Mobile,2024-10-07
U002,A010,TikTok,791,36,0.045512010113780026,Mobile,2024-07-01
U002,A011,Meta Ads,3330,164,0.04924924924924925,Desktop,2023-01-16
U002,A012,Meta Ads,933,51,0.05466237942122187,Mobile,2023-06-04
U002,A013,TikTok,1908,105,0.055031446540880505,Mobile,2023-07-19
U002,A014,TikTok,787,39,0.04955527318932656,Desktop,2023-03-28
U002,A015,TikTok,924,49,0.05303030303030303,Tablet,2023-05-05
U002,A016,Meta Ads,3821,200,0.05234231876472128,Tablet,2023-05-20
U002,A017,TikTok,2056,95,0.046206225680933855,Tablet,2024-02-19
U002,A018,TikTok,1065,56,0.05258215962441314,Tablet,2023-02-25
U002,A019,TikTok,4987,251,0.0503308602366152,Desktop,2024-02-14
U002,A020,Meta Ads,4012,214,0.05333998005982054,Mobile,2023-08-17
U002,A021,Meta Ads,902,66,0.07317073170731707,Mobile,2023-02-09
U002,A022,TikTok,2322,112,0.04823428079242033,Desktop,2023-06-09
U002,A023,Meta Ads,1560,72,0.046153846153846156,Desktop,2024-03-13
U002,A024,TikTok,1923,101,0.05252210088403536,Tablet,2024-01-12
U002,A025,Meta Ads,4888,257,0.05257774140752864,Mobile,2023-09-08
U002,A026,TikTok,809,41,0.05067985166872682,Mobile,2023-04-21
U002,A027,TikTok,2207,85,0.038513819664703214,Desktop,2024-11-16
U002,A028,Meta Ads,3777,181,0.04792163092401377,Mobile,2024-07-24
U002,A029,Meta Ads,1639,85,0.05186089078706528,Desktop,2023-09-13
U002,A030,TikTok,1029,59,0.057337220602526724,Mobile,2024-01-13
U002,A031,TikTok,3290,153,0.046504559270516714,Mobile,2024-05-08
U002,A032,Meta Ads,4263,227,0.053248885761201036,Desktop,2023-02-06
U002,A033,Meta Ads,4677,209,0.044686765020312165,Mobile,2023-08-03
U002,A034,Meta Ads,4897,252,0.05146007759852971,Tablet,2024-11-03
U002,A035,TikTok,1742,89,0.05109070034443169,Mobile,2023-06-27
U002,A036,Meta Ads,1513,72,0.04758757435558493,Desktop,2024-04-03
U002,A037,TikTok,4506,206,0.04571682201509099,Mobile,2023-01-25
U002,A038,TikTok,4145,225,0.054282267792521106,Mobile,2024-07-14
U002,A039,Meta Ads,2788,145,0.05200860832137733,Tablet,2023-10-05
U002,A040,TikTok,3820,188,0.049214659685863874,Tablet,2023-10-23
U002,A041,Meta Ads,2876,141,0.049026425591098745,Mobile,2023-06-25
U002,A042,TikTok,2749,134,0.04874499818115678,Mobile,2023-04-06
U002,A043,TikTok,2750,126,0.04581818181818182,Tablet,2023-08-25
U002,A044,TikTok,3739,200,0.053490238031559244,Tablet,2023-09-28
U002,A045,TikTok,936,52,0.05555555555555555,Mobile,2024-01-17
U002,A046,TikTok,1624,80,0.04926108374384237,Tablet,2023-12-10
U002,A047,Meta Ads,940,60,0.06382978723404255,Tablet,2023-11-30
U002,A048,Meta Ads,622,34,0.05466237942122187,Tablet,2023-08-28
U002,A049,TikTok,1219,69,0.05660377358490566,Desktop,2023-02-19
U002,A050,Meta Ads,1436,73,0.05083565459610028,Mobile,2025-01-15
U003,A001,TikTok,2193,97,0.044231646146830825,Desktop,2025-02-09
U003,A002,TikTok,1022,48,0.046966731898238745,Tablet,2024-07-18
U003,A003,Meta Ads,681,31,0.04552129221732746,Mobile,2024-02-05
U003,A004,TikTok,3326,165,0.04960914010823812,Mobile,2023-01-15
U003,A005,Meta Ads,4510,213,0.047228381374722836,Tablet,2023-04-11
U003,A006,Meta Ads,3541,159,0.044902569895509746,Tablet,2024-01-20
U003,A007,Meta Ads,1464,75,0.05122950819672131,Tablet,2024-08-18
U003,A008,TikTok,4580,247,0.05393013100436681,Desktop,2023-05-21
U003,A009,TikTok,3684,189,0.05130293159609121,Mobile,2023-10-06
U003,A010,TikTok,4673,233,0.049860903060132675,Tablet,2023-03-20
U003,A011,Meta Ads,2768,142,0.05130057803468208,Tablet,2023-06-15
U003,A012,Meta Ads,4938,243,0.049210206561360874,Tablet,2023-07-10
U003,A013,TikTok,2511,127,0.050577459179609714,Mobile,2023-01-24
U003,A014,TikTok,2862,135,0.04716981132075472,Mobile,2024-01-16
U003,A015,TikTok,3861,175,0.045325045325045325,Desktop,2023-04-27
U003,A016,Meta Ads,3905,173,0.04430217669654289,Tablet,2024-01-03
U003,A017,TikTok,1940,83,0.042783505154639176,Mobile,2024-10-31
U003,A018,TikTok,3027,145,0.04790221341261976,Tablet,2024-01-31
U003,A019,TikTok,4945,258,0.05217391304347826,Tablet,2024-01-14
U003,A020,Meta Ads,4866,233,0.0478832716810522,Desktop,2024-10-08
U003,A021,Meta Ads,4275,218,0.050994152046783627,Mobile,2024-03-28
U003,A022,TikTok,1666,94,0.056422569027611044,Mobile,2023-02-21
U003,A023,Meta Ads,1882,102,0.05419766206163656,Mobile,2023-01-07
U003,A024,TikTok,1679,78,0.04645622394282311,Desktop,2023-06-04
U003,A025,Meta Ads,2088,114,0.05459770114942529,Tablet,2024-01-19
U003,A026,TikTok,2914,141,0.04838709677419355,Tablet,2024-09-21
U003,A027,TikTok,3944,179,0.04538539553752535,Mobile,2023-11-08
U003,A028,Meta Ads,2169,112,0.0516366989396035,Mobile,2024-09-22
U003,A029,Meta Ads,2314,135,0.058340535868625754,Tablet,2023-02-19
U003,A030,TikTok,4682,248,0.05296881674498078,Tablet,2023-07-31
U003,A031,TikTok,3416,170,0.049765807962529274,Mobile,2024-05-03
U003,A032,Meta Ads,1184,78,0.06587837837837837,Mobile,2024-08-03
U003,A033,Meta Ads,3516,177,0.050341296928327645,Tablet,2024-08-26
U003,A034,Meta Ads,1953,108,0.055299539170506916,Mobile,2024-06-17
U003,A035,TikTok,1605,71,0.04423676012461059,Mobile,2023-04-12
U003,A036,Meta Ads,1209,52,0.043010752688172046,Desktop,2023-01-27
U003,A037,TikTok,3341,168,0.050284346004190364,Mobile,2023-08-01
U003,A038,TikTok,1729,94,0.05436668594563331,Desktop,2024-08-19
U003,A039,Meta Ads,3043,144,0.04732172198488334,Mobile,2023-04-09
U003,A040,TikTok,1804,114,0.06319290465631928,Desktop,2023-05-26
U003,A041,Meta Ads,4186,207,0.04945054945054945,Tablet,2024-04-18
U003,A042,TikTok,3056,170,0.055628272251308904,Mobile,2024-12-06
U003,A043,TikTok,2458,126,0.05126118795768918,Mobile,2024-06-22
U003,A044,TikTok,3165,156,0.04928909952606635,Mobile,2024-02-18
U003,A045,TikTok,1163,47,0.040412725709372314,Mobile,2024-11-18
U003,A046,TikTok,1973,97,0.0491637100861632,Desktop,2024-06-05
U003,A047,Meta Ads,753,33,0.043824701195219126,Tablet,2023-12-07
U003,A048,Meta Ads,4878,254,0.052070520705207055,Mobile,2025-01-07
U003,A049,TikTok,2026,99,0.04886475814412636,Tablet,2023-10-28
U003,A050,Meta Ads,2976,146,0.049059139784946235,Desktop,2024-11-22
U004,A001,TikTok,1808,97,0.053650442477876106,Tablet,2024-09-27
U004,A002,TikTok,3430,192,0.05597667638483965,Desktop,2024-08-05
U004,A003,Meta Ads,4781,232,0.04852541309349508,Mobile,2023-12-12
U004,A004,TikTok,4639,217,0.04677732269885751,Desktop,2025-02-13
U004,A005,Meta Ads,4847,257,0.05302248813699195,Mobile,2023-01-26
U004,A006,Meta Ads,3897,209,0.05363099820374647,Desktop,2025-02-12
U004,A007,Meta Ads,1901,109,0.05733824302998422,Desktop,2023-04-26
U004,A008,TikTok,3794,198,0.0521876647337902,Desktop,2024-10-18
U004,A009,TikTok,4436,224,0.05049594229035167,Desktop,2024-10-10
U004,A010,TikTok,3167,150,0.0473634354278497,Mobile,2023-11-30
U004,A011,Meta Ads,3198,143,0.044715447154471545,Tablet,2024-05-25
U004,A012,Meta Ads,2156,112,0.05194805194805195,Desktop,2025-02-10
U004,A013,TikTok,685,36,0.052554744525547446,Desktop,2023-12-02
U004,A014,TikTok,1634,90,0.05507955936352509,Tablet,2023-10-01
U004,A015,TikTok,2125,104,0.04894117647058824,Tablet,2024-03-12
U004,A016,Meta Ads,3408,161,0.04724178403755869,Mobile,2023-11-20
U004,A017,TikTok,1664,89,0.05348557692307692,Desktop,2023-02-18
U004,A018,TikTok,1148,60,0.05226480836236934,Tablet,2023-07-10
U004,A019,TikTok,3988,210,0.05265797392176529,Desktop,2023-11-15
U004,A020,Meta Ads,1705,98,0.05747800586510264,Mobile,2023-11-29
U004,A021,Meta Ads,2801,137,0.04891110317743663,Tablet,2024-02-12
U004,A022,TikTok,3614,164,0.04537908135030437,Desktop,2024-03-06
U004,A023,Meta Ads,1368,68,0.049707602339181284,Mobile,2023-05-25
U004,A024,TikTok,3478,188,0.05405405405405406,Desktop,2024-10-19
U004,A025,Meta Ads,2286,118,0.051618547681539804,Mobile,2023-09-11
U004,A026,TikTok,2331,133,0.057057057057057055,Desktop,2023-04-17
U004,A027,TikTok,3045,161,0.052873563218390804,Mobile,2024-09-05
U004,A028,Meta Ads,4268,196,0.04592314901593252,Mobile,2024-05-15
U004,A029,Meta Ads,1330,70,0.05263157894736842,Desktop,2024-04-21
U004,A030,TikTok,3111,168,0.05400192864030858,Tablet,2023-11-14
U004,A031,TikTok,3066,159,0.05185909980430528,Tablet,2023-02-15
U004,A032,Meta Ads,2638,133,0.05041698256254738,Tablet,2024-09-14
U004,A033,Meta Ads,2880,141,0.04895833333333333,Desktop,2023-02-16
U004,A034,Meta Ads,3781,199,0.05263157894736842,Desktop,2024-03-25
U004,A035,TikTok,2571,138,0.05367561260210035,Tablet,2023-04-13
U004,A036,Meta Ads,609,33,0.054187192118226604,Desktop,2023-08-21
U004,A037,TikTok,3946,196,0.0496705524581855,Tablet,2023-03-22
U004,A038,TikTok,1062,46,0.04331450094161959,Mobile,2024-11-15
U004,A039,Meta Ads,4960,256,0.05161290322580645,Desktop,2023-10-22
U004,A040,TikTok,1884,94,0.049893842887473464,Tablet,2024-02-14
U004,A041,Meta Ads,3640,155,0.042582417582417584,Tablet,2023-12-04
U004,A042,TikTok,1283,61,0.0475448168355417,Mobile,2025-02-15
U004,A043,TikTok,1889,102,0.05399682371625199,Tablet,2023-08-10
U004,A044,TikTok,1662,94,0.056558363417569195,Tablet,2024-12-04
U004,A045,TikTok,4736,213,0.044974662162162164,Tablet,2023-08-31
U004,A046,TikTok,696,42,0.0603448275862069,Tablet,2023-08-10
U004,A047,Meta Ads,4005,199,0.04968789013732834,Tablet,2024-11-06
U004,A048,Meta Ads,3425,179,0.052262773722627734,Mobile,2023-10-22
U004,A049,TikTok,4875,250,0.05128205128205128,Desktop,2023-09-23
U004,A050,Meta Ads,3675,185,0.050340136054421766,Mobile,2024-06-10
U005,A001,TikTok,2642,152,0.05753217259651779,Desktop,2023-06-17
U005,A002,TikTok,2371,117,0.04934626739772248,Desktop,2024-07-11
U005,A003,Meta Ads,609,26,0.042692939244663386,Mobile,2024-11-17
U005,A004,TikTok,4855,250,0.05149330587023687,Mobile,2023-05-03
U005,A005,Meta Ads,501,28,0.05588822355289421,Mobile,2023-02-10
U005,A006,Meta Ads,1918,72,0.03753910323253389,Tablet,2023-07-13
U005,A007,Meta Ads,1167,71,0.060839760068551844,Mobile,2024-05-02
U005,A008,TikTok,4795,210,0.043795620437956206,Desktop,2024-09-01
U005,A009,TikTok,2084,89,0.0427063339731286,Tablet,2024-11-11
U005,A010,TikTok,4985,257,0.051554663991975926,Desktop,2023-02-24
U005,A011,Meta Ads,1308,68,0.05198776758409786,Tablet,2024-12-06
U005,A012,Meta Ads,1992,102,0.05120481927710843,Tablet,2023-11-03
U005,A013,TikTok,4837,239,0.0494107918131073,Tablet,2024-09-24
U005,A014,TikTok,2208,100,0.04528985507246377,Tablet,2024-06-09
U005,A015,TikTok,2470,127,0.051417004048582994,Mobile,2023-08-29
U005,A016,Meta Ads,1710,71,0.04152046783625731,Desktop,2024-03-19
U005,A017,TikTok,3392,161,0.047464622641509434,Desktop,2024-11-19
U005,A018,TikTok,2124,96,0.04519774011299435,Mobile,2024-10-15
U005,A019,TikTok,3690,189,0.05121951219512195,Tablet,2023-10-08
U005,A020,Meta Ads,812,46,0.05665024630541872,Tablet,2024-04-08
U005,A021,Meta Ads,4749,194,0.04085070541166561,Mobile,2025-01-21
U005,A022,TikTok,2478,148,0.05972558514931396,Mobile,2024-03-11
U005,A023,Meta Ads,937,52,0.05549626467449306,Tablet,2023-08-09
U005,A024,TikTok,1591,95,0.059710873664362035,Tablet,2023-07-27
U005,A025,Meta Ads,2030,109,0.053694581280788176,Tablet,2023-01-16
U005,A026,TikTok,1372,75,0.05466472303206997,Tablet,2023-07-21
U005,A027,TikTok,4542,242,0.05328049317481286,Desktop,2024-12-13
U005,A028,Meta Ads,4931,255,0.05171364834719124,Tablet,2025-02-03
U005,A029,Meta Ads,761,40,0.052562417871222074,Desktop,2024-04-22
U005,A030,TikTok,4704,234,0.04974489795918367,Tablet,2023-09-21
U005,A031,TikTok,3249,181,0.05570944906124962,Desktop,2024-12-10
U005,A032,Meta Ads,2176,101,0.04641544117647059,Desktop,2024-03-08
U005,A033,Meta Ads,3348,166,0.04958183990442055,Desktop,2023-03-10
U005,A034,Meta Ads,4099,189,0.046108807026103926,Desktop,2025-01-16
U005,A035,TikTok,4872,250,0.051313628899835796,Tablet,2023-07-12
U005,A036,Meta Ads,2004,106,0.05289421157684631,Desktop,2025-01-12
U005,A037,TikTok,1021,65,0.06366307541625857,Tablet,2024-07-26
U005,A038,TikTok,2166,106,0.048938134810710986,Mobile,2024-02-05
U005,A039,Meta Ads,510,24,0.047058823529411764,Tablet,2023-11-02
U005,A040,TikTok,4418,194,0.04391127206880942,Mobile,2023-03-10
U005,A041,Meta Ads,4021,182,0.045262372544143246,Tablet,2023-09-27
U005,A042,TikTok,3057,129,0.042198233562315994,Tablet,2023-12-31
U005,A043,TikTok,2093,88,0.042044911610129,Tablet,2023-02-14
U005,A044,TikTok,1209,64,0.05293631100082713,Mobile,2023-06-14
U005,A045,TikTok,1831,82,0.04478427089022392,Mobile,2023-03-06
U005,A046,TikTok,3042,163,0.05358316896778435,Mobile,2024-02-05
U005,A047,Meta Ads,1783,70,0.03925967470555244,Desktop,2023-12-20
U005,A048,Meta Ads,2590,134,0.051737451737451735,Desktop,2023-04-09
U005,A049,TikTok,3194,168,0.052598622417031934,Tablet,2023-10-09
U005,A050,Meta Ads,4143,197,0.047550084479845524,Desktop,2024-01-22
U006,A001,TikTok,1752,89,0.050799086757990865,Desktop,2025-01-02
U006,A002,TikTok,3187,141,0.04424223407593348,Mobile,2024-05-02
U006,A003,Meta Ads,2499,129,0.05162064825930372,Mobile,2024-10-23
U006,A004,TikTok,1699,87,0.051206592113007654,Mobile,2023-03-12
U006,A005,Meta Ads,1886,118,0.06256627783669141,Tablet,2024-10-20
U006,A006,Meta Ads,4529,223,0.0492382424376242,Mobile,2023-06-16
U006,A007,Meta Ads,1955,105,0.05370843989769821,Tablet,2023-08-17
U006,A008,TikTok,1726,91,0.05272305909617613,Mobile,2024-01-10
U006,A009,TikTok,928,47,0.05064655172413793,Mobile,2023-09-05
U006,A010,TikTok,2042,91,0.044564152791381,Desktop,2023-11-20
U006,A011,Meta Ads,640,34,0.053125,Mobile,2024-08-25
U006,A012,Meta Ads,2939,140,0.04763525008506295,Desktop,2023-09-07
U006,A013,TikTok,4587,245,0.05341181600174406,Desktop,2023-10-18
U006,A014,TikTok,1825,83,0.04547945205479452,Desktop,2024-07-04
U006,A015,TikTok,673,32,0.0475482912332838,Desktop,2024-01-06
U006,A016,Meta Ads,1522,81,0.053219448094612355,Tablet,2024-06-11
U006,A017,TikTok,2222,129,0.058055805580558055,Mobile,2023-11-18
U006,A018,TikTok,1649,84,0.050939963614311703,Desktop,2024-01-06
U006,A019,TikTok,504,15,0.02976190476190476,Mobile,2023-09-04
U006,A020,Meta Ads,4485,234,0.05217391304347826,Tablet,2023-07-03
U006,A021,Meta Ads,3001,131,0.043652115961346216,Mobile,2024-12-22
U006,A022,TikTok,2852,141,0.04943899018232819,Mobile,2024-03-09
U006,A023,Meta Ads,1155,55,0.047619047619047616,Mobile,2024-08-14
U006,A024,TikTok,4555,251,0.055104281009879255,Tablet,2023-05-12
U006,A025,Meta Ads,1408,62,0.04403409090909091,Mobile,2024-07-04
U006,A026,TikTok,1416,83,0.05861581920903955,Desktop,2024-08-01
U006,A027,TikTok,986,46,0.04665314401622718,Tablet,2023-12-10
U006,A028,Meta Ads,2828,134,0.04738330975954738,Mobile,2023-09-15
U006,A029,Meta Ads,2600,135,0.051923076923076926,Mobile,2023-09-30
U006,A030,TikTok,1064,48,0.045112781954887216,Tablet,2024-12-29
U006,A031,TikTok,1942,84,0.04325437693099897,Tablet,2024-01-18
U006,A032,Meta Ads,1689,95,0.056246299585553584,Desktop,2024-06-16
U006,A033,Meta Ads,1092,65,0.05952380952380952,Mobile,2024-12-01
U006,A034,Meta Ads,3558,173,0.04862282181000562,Mobile,2023-11-16
U006,A035,TikTok,2221,116,0.05222872579918955,Desktop,2023-06-20
U006,A036,Meta Ads,2729,131,0.0480029314767314,Desktop,2024-02-26
U006,A037,TikTok,1655,88,0.053172205438066465,Mobile,2023-06-08
U006,A038,TikTok,2952,156,0.052845528455284556,Desktop,2023-03-22
U006,A039,Meta Ads,1749,89,0.05088622069754145,Mobile,2023-04-07
U006,A040,TikTok,4438,200,0.04506534474988734,Tablet,2024-10-23
U006,A041,Meta Ads,1523,83,0.054497701904136574,Mobile,2023-02-18
U006,A042,TikTok,3420,146,0.04269005847953217,Desktop,2023-06-04
U006,A043,TikTok,4082,205,0.05022048015678589,Tablet,2024-02-19
U006,A044,TikTok,2348,122,0.051959114139693355,Desktop,2024-02-14
U006,A045,TikTok,2532,107,0.04225908372827804,Tablet,2024-05-21
U006,A046,TikTok,3467,188,0.05422555523507355,Tablet,2023-12-19
U006,A047,Meta Ads,1536,68,0.044270833333333336,Tablet,2024-03-10
U006,A048,Meta Ads,3045,149,0.04893267651888342,Tablet,2023-09-13
U006,A049,TikTok,3901,191,0.04896180466547039,Tablet,2023-06-07
U006,A050,Meta Ads,4964,246,0.04955680902497985,Mobile,2024-11-08
U007,A001,TikTok,758,41,0.05408970976253298,Mobile,2025-01-09
U007,A002,TikTok,3158,155,0.049081697276757444,Desktop,2024-02-03
U007,A003,Meta Ads,3729,209,0.05604719764011799,Tablet,2024-08-31
U007,A004,TikTok,3086,150,0.04860661049902787,Desktop,2024-02-11
U007,A005,Meta Ads,3175,153,0.048188976377952754,Mobile,2024-10-15
U007,A006,Meta Ads,1082,51,0.04713493530499076,Mobile,2025-02-06
U007,A007,Meta Ads,3953,197,0.04983556792309638,Desktop,2024-08-30
U007,A008,TikTok,1107,52,0.04697380307136405,Mobile,2023-03-03
U007,A009,TikTok,4766,219,0.04595048258497692,Mobile,2024-11-07
U007,A010,TikTok,4279,243,0.05678896938537041,Desktop,2023-12-20
U007,A011,Meta Ads,4105,199,0.04847746650426309,Tablet,2023-09-07
U007,A012,Meta Ads,2663,124,0.04656402553511078,Desktop,2024-02-23
U007,A013,TikTok,769,40,0.05201560468140442,Mobile,2024-03-05
U007,A014,TikTok,1242,75,0.06038647342995169,Tablet,2023-02-10
U007,A015,TikTok,3427,157,0.045812664137729796,Tablet,2024-02-25
U007,A016,Meta Ads,1598,75,0.04693366708385482,Desktop,2024-10-18
U007,A017,TikTok,570,34,0.05964912280701754,Mobile,2024-03-28
U007,A018,TikTok,3465,162,0.046753246753246755,Mobile,2024-01-16
U007,A019,TikTok,3344,170,0.05083732057416268,Desktop,2024-09-14
U007,A020,Meta Ads,4525,220,0.04861878453038674,Desktop,2023-01-03
U007,A021,Meta Ads,3992,190,0.04759519038076152,Desktop,2023-12-06
U007,A022,TikTok,1787,91,0.050923335198656966,Mobile,2024-08-08
U007,A023,Meta Ads,3398,177,0.05208946439081813,Tablet,2023-02-17
U007,A024,TikTok,4966,251,0.05054369714055578,Tablet,2024-05-23
U007,A025,Meta Ads,850,38,0.04470588235294118,Desktop,2024-07-26
U007,A026,TikTok,4783,235,0.049132343717332216,Desktop,2023-05-24
U007,A027,TikTok,2287,98,0.04285089637079143,Mobile,2024-12-31
U007,A028,Meta Ads,2783,117,0.04204096298957959,Mobile,2024-05-25
U007,A029,Meta Ads,2159,118,0.05465493283927744,Tablet,2023-04-05
U007,A030,TikTok,2309,118,0.051104374187960155,Desktop,2023-02-18
U007,A031,TikTok,2633,131,0.049753133308013675,Desktop,2023-08-25
U007,A032,Meta Ads,1400,60,0.04285714285714286,Tablet,2024-12-27
U007,A033,Meta Ads,4812,262,0.054447215295095594,Tablet,2023-05-20
U007,A034,Meta Ads,4887,231,0.047268262737875995,Desktop,2024-04-22
U007,A035,TikTok,4767,267,0.05601006922592826,Mobile,2024-08-20
U007,A036,Meta Ads,1153,41,0.03555941023417172,Tablet,2024-03-05
U007,A037,TikTok,1784,77,0.043161434977578475,Mobile,2023-07-09
U007,A038,TikTok,504,15,0.02976190476190476,Mobile,2024-01-25
U007,A039,Meta Ads,654,36,0.05504587155963303,Mobile,2024-04-29
U007,A040,TikTok,4553,212,0.0465627059081924,Desktop,2024-12-07
U007,A041,Meta Ads,783,39,0.04980842911877394,Mobile,2024-08-10
U007,A042,TikTok,771,37,0.04798962386511025,Mobile,2024-03-25
U007,A043,TikTok,2074,98,0.04725168756027001,Tablet,2023-07-03
U007,A044,TikTok,3248,180,0.05541871921182266,Desktop,2023-04-18
U007,A045,TikTok,3319,151,0.04549563121422115,Desktop,2023-06-09
U007,A046,TikTok,4626,258,0.055771725032425425,Tablet,2023-02-12
U007,A047,Meta Ads,2905,147,0.05060240963855422,Tablet,2024-10-14
U007,A048,Meta Ads,3367,176,0.05227205227205227,Desktop,2024-05-08
U007,A049,TikTok,861,43,0.04994192799070848,Desktop,2024-04-14
U007,A050,Meta Ads,2044,115,0.05626223091976516,Mobile,2024-05-28
U008,A001,TikTok,976,48,0.04918032786885246,Tablet,2024-11-23
U008,A002,TikTok,599,31,0.05175292153589316,Mobile,2023-05-24
U008,A003,Meta Ads,2952,142,0.048102981029810296,Desktop,2023-10-29
U008,A004,TikTok,1729,78,0.045112781954887216,Tablet,2024-07-21
U008,A005,Meta Ads,2741,151,0.05508938343670193,Tablet,2023-08-26
U008,A006,Meta Ads,3977,193,0.04852904199145084,Tablet,2023-01-01
U008,A007,Meta Ads,650,36,0.055384615384615386,Tablet,2023-05-24
U008,A008,TikTok,3157,163,0.05163129553373456,Tablet,2024-06-02
U008,A009,TikTok,4805,236,0.04911550468262227,Tablet,2024-08-23
U008,A010,TikTok,2042,112,0.05484818805093046,Tablet,2024-01-06
U008,A011,Meta Ads,1026,58,0.056530214424951264,Tablet,2024-08-21
U008,A012,Meta Ads,4651,247,0.053106858740055905,Tablet,2024-12-22
U008,A013,TikTok,2071,118,0.05697730564944471,Desktop,2023-10-17
U008,A014,TikTok,967,44,0.045501551189245086,Mobile,2023-02-18
U008,A015,TikTok,1958,111,0.05669050051072523,Mobile,2024-11-18
U008,A016,Meta Ads,2894,128,0.0442294402211472,Tablet,2024-09-09
U008,A017,TikTok,4466,233,0.052171965965069414,Desktop,2023-07-03
U008,A018,TikTok,796,55,0.06909547738693467,Tablet,2023-04-17
